,created_at,product_code,customer_code,status,tipo,nome_tipo
1490,2023-05-11 13:01:45,128234423,13144834,NORMAL,1,Elefante
1513,2023-05-11 13:01:31,121573583,48128392,NORMAL,1,Elefante
1514,2023-05-11 13:02:51,135024364,14128676,NORMAL,1,Elefante
1517,2023-05-11 13:02:51,135022829,48124971,NORMAL,1,Elefante
1534,2023-05-11 13:01:46,84698032,841671,CRITICO,1,Elefante
1537,2023-05-11 13:01:34,122285971,56112600,CRITICO,1,Elefante
1540,2023-05-11 13:01:38,135377195,56109888,NORMAL,1,Elefante
1542,2023-05-11 13:01:34,122284176,56111761,CRITICO,1,Elefante
1543,2023-05-11 13:01:46,74796101,711214,NORMAL,1,Elefante
1579,2023-05-11 13:01:47,86191377,981580,NORMAL,1,Elefante
1581,2023-05-11 13:01:31,122284833,43139830,CRITICO,1,Elefante
1600,2023-05-11 13:02:51,135022541,10111680,NORMAL,1,Elefante
1617,2023-05-11 13:01:46,44119930,6119786,NORMAL,1,Elefante
1625,2023-05-11 13:01:46,62267009,441334,CRITICO,1,Elefante
1639,2023-05-11 13:01:46,83010560,1016383,NORMAL,1,Elefante
1641,2023-05-11 13:01:46,97798739,1912141,NORMAL,1,Elefante
1658,2023-05-11 13:01:32,135360007,4510294,NORMAL,1,Elefante
1663,2023-05-11 13:01:46,62330825,491584,NORMAL,1,Elefante
1678,2023-05-11 13:01:32,108622682,47145608,NORMAL,1,Elefante
1684,2023-05-11 13:02:50,25987799,18195781,NORMAL,1,Elefante
1686,2023-05-11 13:01:45,85815637,121753,NORMAL,1,Elefante
1705,2023-05-11 13:01:46,78373366,40138445,NORMAL,1,Elefante
1726,2023-05-11 13:01:45,69029190,34190987,NORMAL,1,Elefante
1749,2023-05-11 13:01:34,122554237,56177717,CRITICO,1,Elefante
1759,2023-05-11 13:01:45,70544369,15130343,NORMAL,1,Elefante
1765,2023-05-11 13:01:33,122285182,56112234,CRITICO,1,Elefante
1789,2023-05-11 13:01:38,130005105,25131561,NORMAL,1,Elefante
1813,2023-05-11 13:01:46,79747828,1216237,NORMAL,1,Elefante
1821,2023-05-11 13:01:46,75329803,111401,NORMAL,1,Elefante
1829,2023-05-11 13:02:49,81373237,33175882,NORMAL,1,Elefante
1838,2023-05-11 13:02:49,135017425,11198624,NORMAL,1,Elefante
1848,2023-05-11 13:01:31,109942069,48151991,NORMAL,1,Elefante
1861,2023-05-11 13:01:46,85518168,1713004,NORMAL,1,Elefante
1898,2023-05-11 13:01:33,122554819,56177811,CRITICO,1,Elefante
1901,2023-05-11 16:14:29,126357860,55160447,CRITICO,1,Elefante
1904,2023-05-11 13:01:30,108021244,47115839,NORMAL,1,Elefante
1906,2023-05-11 13:01:31,122558424,43188321,CRITICO,1,Elefante
1937,2023-05-11 13:01:33,122284366,56111856,CRITICO,1,Elefante
1943,2023-05-11 13:02:49,135014516,47165824,NORMAL,1,Elefante
1957,2023-05-11 13:02:49,135012780,25134533,NORMAL,1,Elefante
2022,2023-05-11 13:01:30,125863538,40137803,NORMAL,1,Elefante
2077,2023-05-11 13:01:34,108620225,47177260,NORMAL,1,Elefante
2101,2023-05-11 13:01:32,135135817,6310644,NORMAL,1,Elefante
2111,2023-05-11 13:01:33,122284811,56112054,CRITICO,1,Elefante
2120,2023-05-11 13:01:45,53121231,12188612,NORMAL,1,Elefante
2141,2023-05-11 13:01:32,122271590,56108786,CRITICO,1,Elefante
2175,2023-05-11 13:01:33,111620032,34150606,NORMAL,1,Elefante
2186,2023-05-11 13:01:45,62445215,2912355,CRITICO,1,Elefante
2209,2023-05-11 13:01:30,108618893,46155964,NORMAL,1,Elefante
2247,2023-05-11 13:02:47,135009851,34188834,NORMAL,1,Elefante
2273,2023-05-11 13:01:45,61043881,33131372,NORMAL,1,Elefante
2309,2023-05-11 13:01:33,111711446,49149059,NORMAL,1,Elefante
2343,2023-05-11 13:01:30,109940131,18118007,NORMAL,1,Elefante
2390,2023-05-11 13:02:46,135005930,49186815,NORMAL,1,Elefante
2401,2023-05-11 13:01:33,122555770,56178024,CRITICO,1,Elefante
2461,2023-05-11 13:02:46,81363204,14122655,NORMAL,1,Elefante
2495,2023-05-11 13:01:32,122285121,56112203,CRITICO,1,Elefante
2511,2023-05-11 13:02:46,135003308,50199568,NORMAL,1,Elefante
2521,2023-05-11 13:02:46,81364430,13171884,NORMAL,1,Elefante
2527,2023-05-11 13:02:46,135003075,48144764,NORMAL,1,Elefante
2531,2023-05-11 13:02:46,81363171,7517749,NORMAL,1,Elefante
2535,2023-05-11 13:01:38,130388613,9916060,NORMAL,1,Elefante
2551,2023-05-11 13:02:20,126374431,11133980,CRITICO,1,Elefante
2558,2023-05-11 13:02:45,134952830,11179550,CRITICO,1,Elefante
2594,2023-05-11 13:02:45,135001824,951279,NORMAL,1,Elefante
2597,2023-05-11 13:01:37,134501028,40131689,CRITICO,1,Elefante
2610,2023-05-11 13:01:30,109935311,29126497,NORMAL,1,Elefante
2642,2023-05-11 13:01:37,131200855,6917778,NORMAL,1,Elefante
2682,2023-05-11 13:02:44,134951862,28174675,CRITICO,1,Elefante
2741,2023-05-11 13:01:32,122555823,56178032,CRITICO,1,Elefante
2766,2023-05-11 13:01:30,109938633,47174192,NORMAL,1,Elefante
2798,2023-05-11 13:02:44,81353147,27193992,NORMAL,1,Elefante
2852,2023-05-11 13:02:43,134944067,25188539,CRITICO,1,Elefante
2864,2023-05-11 13:02:43,134944371,31190469,CRITICO,1,Elefante
2896,2023-05-11 13:01:37,134498704,40169720,CRITICO,1,Elefante
2919,2023-05-11 13:01:29,108020108,201940,NORMAL,1,Elefante
2933,2023-05-11 13:01:28,125864784,661830,NORMAL,1,Elefante
2951,2023-05-11 13:02:43,81316740,18164369,NORMAL,1,Elefante
2953,2023-05-11 13:02:43,134939326,24150634,CRITICO,1,Elefante
2999,2023-05-11 13:01:28,109929307,19188878,NORMAL,1,Elefante
